order_id,customer_id,restaurant_id,agent_id,order_placed_at,order_accepted_at,order_delivered_at,order_status,total_amount,discount_amount,delivery_fee,tax_amount,final_amount,delivery_distance_km,estimated_delivery_time,actual_delivery_time,delivery_city,delivery_pincode,order_source,promo_code
ORD0006205,CUST035408,REST09245,AGENT04780,2026-05-12 09:51:34,2026-05-12 09:59:34,2026-05-12 10:33:34,DELIVERED,1367,104,58,68.35,1389.35,6.77,38,54,Kolkata,685012,IOS,PROMO0037
ORD0006206,CUST006460,REST07628,AGENT04934,2026-04-28 09:10:56,2026-04-28 09:15:56,2026-04-28 09:37:56,DELIVERED,806,78,38,40.3,806.3,9.17,41,44,Delhi,89578,IOS,PROMO0243
ORD0006207,CUST010723,REST01814,AGENT01074,2026-04-29 11:12:28,2026-04-29 11:13:28,2026-04-29 11:56:28,DELIVERED,607,255,46,30.35,428.35,1.99,60,27,Delhi,906272,IOS,PROMO0336
ORD0006208,CUST015614,REST08620,AGENT01004,2026-05-01 07:30:45,2026-05-01 07:38:45,2026-05-01 08:08:45,DELIVERED,311,75,60,15.55,311.55,8.19,47,42,Mumbai,530580,ANDROID,PROMO0232
ORD0006209,CUST021474,REST06833,AGENT04649,2026-04-15 16:26:56,2026-04-15 16:32:56,2026-04-15 16:59:56,CANCELLED,984,278,54,49.2,809.2,10.79,37,39,Kolkata,145308,IOS,PROMO0497
ORD0006210,CUST032926,REST07638,AGENT01733,2026-04-29 06:29:30,2026-04-29 06:39:30,2026-04-29 07:13:30,DELIVERED,344,195,52,17.2,218.2,2.23,29,64,Gurgaon,397666,ANDROID,PROMO0058
ORD0006211,CUST036835,REST01535,AGENT02012,2026-04-27 11:13:27,2026-04-27 11:18:27,2026-04-27 12:11:27,DELIVERED,565,157,21,28.25,457.25,2.15,24,50,Gurgaon,907012,IOS,PROMO0346
ORD0006212,CUST030966,REST08804,AGENT01691,2026-05-04 14:42:44,2026-05-04 14:49:44,2026-05-04 15:23:44,DELIVERED,799,174,41,39.95,705.95,2.88,47,71,Kolkata,742997,IOS,PROMO0445
ORD0006213,CUST023085,REST09098,AGENT02106,2026-05-08 21:01:13,2026-05-08 21:05:13,2026-05-08 21:42:13,CANCELLED,762,264,47,38.1,583.1,1.0,29,26,Mumbai,779064,ANDROID,PROMO0016
ORD0006214,CUST035053,REST03936,AGENT00527,2026-05-07 06:08:02,2026-05-07 06:12:02,2026-05-07 06:44:02,DELIVERED,272,269,37,13.6,53.6,12.52,21,68,Chennai,847327,ANDROID,PROMO0420
ORD0006215,CUST020787,REST04640,AGENT02115,2026-05-02 19:24:55,2026-05-02 19:28:55,2026-05-02 19:54:55,CANCELLED,289,92,44,14.45,255.45,5.12,29,75,Kolkata,146901,WEB,PROMO0341
ORD0006216,CUST038104,REST02478,AGENT01753,2026-04-18 00:10:15,2026-04-18 00:19:15,2026-04-18 01:03:15,CANCELLED,281,169,48,14.05,174.05,1.58,49,39,Hyderabad,814223,IOS,PROMO0424
ORD0006217,CUST046681,REST09433,AGENT00867,2026-04-18 04:53:10,2026-04-18 04:57:10,2026-04-18 05:17:10,DELIVERED,945,299,30,47.25,723.25,6.65,22,31,Delhi,145742,ANDROID,PROMO0307
ORD0006218,CUST014901,REST02601,AGENT02698,2026-05-12 09:08:50,2026-05-12 09:11:50,2026-05-12 10:04:50,DELIVERED,623,268,57,31.15,443.15,4.8,47,43,Delhi,224712,IOS,PROMO0020
ORD0006219,CUST005912,REST02283,AGENT02288,2026-04-20 15:51:36,2026-04-20 15:59:36,2026-04-20 16:52:36,CANCELLED,1320,98,37,66.0,1325.0,3.33,58,71,Gurgaon,293211,ANDROID,PROMO0426
ORD0006220,CUST024450,REST05044,AGENT04347,2026-05-08 02:57:29,2026-05-08 03:05:29,2026-05-08 03:40:29,DELIVERED,794,54,65,39.7,844.7,11.91,46,69,Chennai,905310,WEB,PROMO0336
ORD0006221,CUST009765,REST02091,AGENT00678,2026-04-28 18:35:42,2026-04-28 18:45:42,2026-04-28 19:10:42,DELIVERED,519,44,61,25.95,561.95,9.89,38,70,Gurgaon,970376,IOS,PROMO0177
ORD0006222,CUST043231,REST04314,AGENT04095,2026-04-28 12:04:59,2026-04-28 12:10:59,2026-04-28 12:38:59,DELIVERED,749,296,33,37.45,523.45,9.54,55,66,Pune,629243,WEB,PROMO0103
ORD0006223,CUST005906,REST06444,AGENT01956,2026-05-06 18:18:17,2026-05-06 18:19:17,2026-05-06 19:11:17,CANCELLED,274,242,47,13.7,92.7,12.14,31,64,Gurgaon,650459,IOS,PROMO0441
ORD0006224,CUST014965,REST08223,AGENT02618,2026-05-09 07:09:55,2026-05-09 07:13:55,2026-05-09 07:54:55,DELIVERED,471,187,80,23.55,387.55,6.96,23,71,Hyderabad,725280,IOS,PROMO0484
ORD0006225,CUST029171,REST03075,AGENT03652,2026-05-11 10:31:23,2026-05-11 10:41:23,2026-05-11 11:24:23,DELIVERED,965,74,72,48.25,1011.25,3.11,59,61,Delhi,175191,IOS,PROMO0072
ORD0006226,CUST023126,REST09987,AGENT03991,2026-05-13 00:45:59,2026-05-13 00:47:59,2026-05-13 01:17:59,DELIVERED,1137,75,68,56.85,1186.85,14.06,45,28,Bangalore,479286,IOS,PROMO0323
ORD0006227,CUST039137,REST02469,AGENT02228,2026-04-27 05:17:52,2026-04-27 05:19:52,2026-04-27 05:47:52,CANCELLED,292,144,59,14.6,221.6,4.97,26,40,Gurgaon,232882,IOS,PROMO0260
ORD0006228,CUST035581,REST03954,AGENT01128,2026-05-01 00:04:28,2026-05-01 00:13:28,2026-05-01 00:46:28,DELIVERED,1332,58,77,66.6,1417.6,2.47,34,71,Jaipur,458788,ANDROID,PROMO0437
ORD0006229,CUST010979,REST04167,AGENT01312,2026-04-24 08:42:28,2026-04-24 08:43:28,2026-04-24 09:40:28,CANCELLED,680,159,46,34.0,601.0,8.52,30,37,Delhi,399820,IOS,PROMO0484
ORD0006230,CUST014157,REST05257,AGENT03640,2026-05-08 23:38:25,2026-05-08 23:43:25,2026-05-09 00:13:25,CANCELLED,589,234,76,29.45,460.45,2.53,34,47,Kolkata,896074,ANDROID,PROMO0203
ORD0006231,CUST040726,REST08328,AGENT02534,2026-05-05 08:17:49,2026-05-05 08:18:49,2026-05-05 09:12:49,DELIVERED,807,186,80,40.35,741.35,10.64,31,50,Pune,286012,IOS,PROMO0037
ORD0006232,CUST012381,REST03952,AGENT04035,2026-05-04 23:50:41,2026-05-04 23:56:41,2026-05-05 00:38:41,CANCELLED,419,77,45,20.95,407.95,1.6,48,42,Chennai,504691,WEB,PROMO0346
ORD0006233,CUST003379,REST04156,AGENT01995,2026-05-03 02:58:20,2026-05-03 03:00:20,2026-05-03 03:42:20,DELIVERED,880,75,48,44.0,897.0,9.06,28,43,Hyderabad,775020,IOS,PROMO0215
ORD0006234,CUST007537,REST05247,AGENT02617,2026-04-27 20:38:10,2026-04-27 20:41:10,2026-04-27 21:04:10,DELIVERED,547,94,38,27.35,518.35,8.66,41,31,Jaipur,327604,ANDROID,PROMO0209
ORD0006235,CUST005715,REST05623,AGENT01397,2026-05-02 03:22:59,2026-05-02 03:28:59,2026-05-02 04:28:59,CANCELLED,813,229,39,40.65,663.65,11.06,25,22,Delhi,475226,WEB,PROMO0222
ORD0006236,CUST012772,REST05201,AGENT02087,2026-04-17 02:54:07,2026-04-17 02:56:07,2026-04-17 03:53:07,DELIVERED,1152,286,71,57.6,994.6,3.64,46,62,Pune,626223,ANDROID,PROMO0372
ORD0006237,CUST012998,REST06301,AGENT04249,2026-04-19 20:04:42,2026-04-19 20:06:42,2026-04-19 21:04:42,CANCELLED,465,159,76,23.25,405.25,11.25,42,68,Gurgaon,693091,IOS,PROMO0040
ORD0006238,CUST004771,REST01333,AGENT04102,2026-04-27 21:05:53,2026-04-27 21:13:53,2026-04-27 21:54:53,DELIVERED,334,197,36,16.7,189.7,14.47,39,66,Mumbai,628368,WEB,PROMO0223
ORD0006239,CUST045876,REST04461,AGENT00140,2026-05-09 06:21:06,2026-05-09 06:29:06,2026-05-09 07:14:06,DELIVERED,1056,218,54,52.8,944.8,2.43,60,65,Jaipur,373234,ANDROID,PROMO0248
ORD0006240,CUST015066,REST08259,AGENT01977,2026-04-16 08:19:56,2026-04-16 08:27:56,2026-04-16 08:49:56,CANCELLED,675,235,67,33.75,540.75,11.16,27,40,Mumbai,255764,ANDROID,PROMO0047
ORD0006241,CUST012681,REST00545,AGENT01220,2026-04-18 10:27:04,2026-04-18 10:30:04,2026-04-18 11:06:04,DELIVERED,1196,276,77,59.8,1056.8,7.42,43,60,Jaipur,760910,IOS,PROMO0340
ORD0006242,CUST000606,REST07636,AGENT02979,2026-04-17 12:13:27,2026-04-17 12:16:27,2026-04-17 12:49:27,CANCELLED,656,165,40,32.8,563.8,13.48,34,62,Kolkata,975618,ANDROID,PROMO0442
ORD0006243,CUST024305,REST02359,AGENT00103,2026-04-28 14:36:54,2026-04-28 14:37:54,2026-04-28 15:17:54,DELIVERED,551,261,42,27.55,359.55,10.33,58,60,Kolkata,621180,IOS,PROMO0233
ORD0006244,CUST044645,REST09350,AGENT02727,2026-05-01 03:56:30,2026-05-01 03:58:30,2026-05-01 04:46:30,CANCELLED,296,287,43,14.8,66.8,7.48,35,56,Hyderabad,696739,IOS,PROMO0411
ORD0006245,CUST029584,REST08410,AGENT03926,2026-05-08 09:38:13,2026-05-08 09:48:13,2026-05-08 10:27:13,DELIVERED,1340,198,60,67.0,1269.0,12.75,43,70,Chennai,23111,WEB,PROMO0397
ORD0006246,CUST014383,REST01618,AGENT02937,2026-04-28 17:23:45,2026-04-28 17:24:45,2026-04-28 18:24:45,DELIVERED,220,164,79,11.0,146.0,11.35,60,45,Kolkata,564771,IOS,PROMO0286
ORD0006247,CUST020377,REST02960,AGENT02673,2026-04-28 15:30:46,2026-04-28 15:37:46,2026-04-28 16:23:46,DELIVERED,1390,252,52,69.5,1259.5,4.34,36,53,Kolkata,318061,ANDROID,PROMO0030
ORD0006248,CUST025503,REST01649,AGENT04166,2026-04-27 16:47:36,2026-04-27 16:57:36,2026-04-27 17:30:36,DELIVERED,368,134,21,18.4,273.4,14.7,54,68,Jaipur,826542,IOS,PROMO0365
ORD0006249,CUST046268,REST02019,AGENT00224,2026-05-14 13:37:49,2026-05-14 13:45:49,2026-05-14 14:16:49,DELIVERED,595,126,42,29.75,540.75,2.79,21,49,Hyderabad,525804,ANDROID,PROMO0307
ORD0006250,CUST020023,REST02910,AGENT00233,2026-04-29 21:48:54,2026-04-29 21:49:54,2026-04-29 22:22:54,DELIVERED,669,132,64,33.45,634.45,6.84,36,75,Pune,816708,WEB,PROMO0436
ORD0006251,CUST045698,REST00904,AGENT02654,2026-05-12 13:15:20,2026-05-12 13:19:20,2026-05-12 13:51:20,CANCELLED,843,124,49,42.15,810.15,10.69,33,61,Kolkata,93221,IOS,PROMO0227
ORD0006252,CUST028480,REST06075,AGENT04080,2026-04-28 18:32:56,2026-04-28 18:39:56,2026-04-28 19:33:56,DELIVERED,1418,196,21,70.9,1313.9,5.43,33,30,Mumbai,129116,IOS,PROMO0359
ORD0006253,CUST010672,REST07437,AGENT03017,2026-04-24 18:29:35,2026-04-24 18:30:35,2026-04-24 19:20:35,CANCELLED,1488,8,35,74.4,1589.4,7.31,48,57,Jaipur,805658,WEB,PROMO0392
ORD0006254,CUST017363,REST03720,AGENT03994,2026-04-28 03:31:42,2026-04-28 03:40:42,2026-04-28 04:31:42,DELIVERED,646,71,69,32.3,676.3,8.5,32,55,Mumbai,704560,ANDROID,PROMO0401
ORD0006255,CUST045092,REST09338,AGENT03018,2026-04-28 21:26:56,2026-04-28 21:36:56,2026-04-28 22:23:56,CANCELLED,598,174,28,29.9,481.9,9.85,49,66,Gurgaon,341038,WEB,PROMO0042
ORD0006256,CUST049783,REST06979,AGENT04678,2026-04-20 20:23:33,2026-04-20 20:24:33,2026-04-20 20:59:33,CANCELLED,618,296,70,30.9,422.9,4.81,24,48,Delhi,984458,WEB,PROMO0252
ORD0006257,CUST026464,REST05281,AGENT00767,2026-04-21 21:55:36,2026-04-21 21:57:36,2026-04-21 22:43:36,DELIVERED,434,74,51,21.7,432.7,12.04,31,30,Gurgaon,808697,ANDROID,PROMO0052
ORD0006258,CUST039516,REST06809,AGENT01128,2026-05-13 14:32:49,2026-05-13 14:38:49,2026-05-13 15:34:49,CANCELLED,1331,45,54,66.55,1406.55,11.78,30,57,Kolkata,565911,WEB,PROMO0302
ORD0006259,CUST020792,REST07019,AGENT01165,2026-04-18 11:26:24,2026-04-18 11:31:24,2026-04-18 12:02:24,CANCELLED,889,184,30,44.45,779.45,6.64,42,33,Pune,208157,IOS,PROMO0404
ORD0006260,CUST048418,REST07262,AGENT01767,2026-05-06 18:03:08,2026-05-06 18:13:08,2026-05-06 19:13:08,DELIVERED,1108,127,79,55.4,1115.4,13.4,24,73,Kolkata,718483,IOS,PROMO0232
ORD0006261,CUST040225,REST05264,AGENT04054,2026-04-26 09:14:06,2026-04-26 09:15:06,2026-04-26 09:43:06,CANCELLED,751,260,70,37.55,598.55,14.28,59,39,Hyderabad,546323,WEB,PROMO0312
ORD0006262,CUST006117,REST08323,AGENT04314,2026-04-20 06:26:07,2026-04-20 06:35:07,2026-04-20 07:15:07,DELIVERED,882,81,52,44.1,897.1,7.04,51,33,Chennai,66702,ANDROID,PROMO0132
ORD0006263,CUST001465,REST03587,AGENT03654,2026-04-17 06:08:33,2026-04-17 06:16:33,2026-04-17 06:42:33,CANCELLED,1019,108,72,50.95,1033.95,13.26,37,44,Kolkata,962292,ANDROID,PROMO0113
ORD0006264,CUST020024,REST01771,AGENT01530,2026-05-13 19:33:19,2026-05-13 19:41:19,2026-05-13 20:40:19,DELIVERED,1221,119,32,61.05,1195.05,5.23,35,74,Hyderabad,81723,ANDROID,PROMO0127
ORD0006265,CUST037669,REST04668,AGENT03774,2026-05-02 19:03:26,2026-05-02 19:06:26,2026-05-02 19:42:26,DELIVERED,667,171,63,33.35,592.35,9.41,53,52,Kolkata,438801,WEB,PROMO0411
ORD0006266,CUST042238,REST03613,AGENT00334,2026-05-02 12:29:18,2026-05-02 12:33:18,2026-05-02 13:13:18,DELIVERED,1135,86,80,56.75,1185.75,1.41,38,70,Hyderabad,109689,ANDROID,PROMO0398
ORD0006267,CUST039181,REST06149,AGENT01196,2026-04-26 01:23:42,2026-04-26 01:32:42,2026-04-26 02:00:42,CANCELLED,403,239,48,20.15,232.15,10.77,56,54,Jaipur,953966,WEB,PROMO0465
ORD0006268,CUST007297,REST04884,AGENT01890,2026-04-25 09:38:06,2026-04-25 09:44:06,2026-04-25 10:13:06,CANCELLED,827,75,33,41.35,826.35,12.27,29,57,Mumbai,27106,WEB,PROMO0339
ORD0006269,CUST031207,REST00729,AGENT02763,2026-05-11 21:21:38,2026-05-11 21:26:38,2026-05-11 21:59:38,DELIVERED,201,234,30,10.05,7.050000000000001,2.13,50,55,Mumbai,122355,WEB,PROMO0062
ORD0006270,CUST014355,REST07649,AGENT02274,2026-05-10 13:16:37,2026-05-10 13:18:37,2026-05-10 13:49:37,DELIVERED,1077,106,70,53.85,1094.85,2.23,38,56,Gurgaon,922120,ANDROID,PROMO0446
ORD0006271,CUST045862,REST08271,AGENT03986,2026-05-09 15:43:03,2026-05-09 15:48:03,2026-05-09 16:18:03,CANCELLED,1135,137,77,56.75,1131.75,5.74,23,41,Chennai,560955,WEB,PROMO0443
ORD0006272,CUST049038,REST00539,AGENT00908,2026-05-08 05:03:30,2026-05-08 05:11:30,2026-05-08 05:44:30,CANCELLED,1376,184,67,68.8,1327.8,11.29,33,43,Jaipur,484306,ANDROID,PROMO0132
ORD0006273,CUST046976,REST09760,AGENT04063,2026-04-19 05:19:16,2026-04-19 05:27:16,2026-04-19 06:02:16,DELIVERED,1203,282,27,60.15,1008.15,4.67,46,38,Delhi,292878,WEB,PROMO0209
ORD0006274,CUST045652,REST02281,AGENT00437,2026-05-03 21:07:21,2026-05-03 21:11:21,2026-05-03 22:11:21,DELIVERED,1197,119,22,59.85,1159.85,12.2,55,61,Kolkata,5893,ANDROID,PROMO0217
ORD0006275,CUST032832,REST03839,AGENT00100,2026-05-02 15:55:36,2026-05-02 16:04:36,2026-05-02 16:30:36,CANCELLED,398,34,21,19.9,404.9,5.25,58,58,Chennai,206449,IOS,PROMO0197
ORD0006276,CUST033162,REST09799,AGENT01606,2026-04-25 08:00:24,2026-04-25 08:05:24,2026-04-25 08:44:24,DELIVERED,629,194,35,31.45,501.45,10.75,31,39,Mumbai,560871,IOS,PROMO0184
ORD0006277,CUST041932,REST09176,AGENT04070,2026-05-03 03:35:42,2026-05-03 03:44:42,2026-05-03 04:13:42,DELIVERED,1049,137,35,52.45,999.45,2.4,44,66,Gurgaon,837669,ANDROID,PROMO0004
ORD0006278,CUST026519,REST09069,AGENT04571,2026-05-02 03:34:15,2026-05-02 03:39:15,2026-05-02 04:36:15,CANCELLED,698,289,44,34.9,487.9,13.57,52,61,Gurgaon,840120,WEB,PROMO0436
ORD0006279,CUST013284,REST03405,AGENT02139,2026-04-15 20:00:10,2026-04-15 20:01:10,2026-04-15 20:39:10,CANCELLED,302,90,22,15.1,249.1,4.2,38,49,Pune,905757,ANDROID,PROMO0230
ORD0006280,CUST008587,REST06322,AGENT03305,2026-04-25 06:43:25,2026-04-25 06:52:25,2026-04-25 07:49:25,DELIVERED,605,7,65,30.25,693.25,10.64,49,32,Gurgaon,420098,WEB,PROMO0163
ORD0006281,CUST000461,REST08945,AGENT00463,2026-04-21 20:11:43,2026-04-21 20:14:43,2026-04-21 20:42:43,CANCELLED,966,22,64,48.3,1056.3,11.12,50,66,Jaipur,621881,ANDROID,PROMO0196
ORD0006282,CUST048756,REST03366,AGENT04235,2026-04-27 19:04:26,2026-04-27 19:06:26,2026-04-27 19:37:26,CANCELLED,1161,185,58,58.05,1092.05,12.06,29,50,Mumbai,636341,IOS,PROMO0046
ORD0006283,CUST048535,REST06712,AGENT00355,2026-05-06 20:25:03,2026-05-06 20:34:03,2026-05-06 21:17:03,DELIVERED,1261,221,41,63.05,1144.05,11.91,59,42,Chennai,242982,ANDROID,PROMO0389
ORD0006284,CUST043167,REST05255,AGENT03935,2026-04-15 07:28:08,2026-04-15 07:32:08,2026-04-15 08:09:08,CANCELLED,1385,186,75,69.25,1343.25,2.45,48,31,Delhi,428695,WEB,PROMO0394
ORD0006285,CUST007238,REST08661,AGENT03445,2026-04-16 23:18:30,2026-04-16 23:28:30,2026-04-17 00:03:30,CANCELLED,995,218,80,49.75,906.75,11.56,41,74,Mumbai,256211,IOS,PROMO0212
ORD0006286,CUST014891,REST09996,AGENT00033,2026-05-08 21:05:03,2026-05-08 21:13:03,2026-05-08 22:03:03,DELIVERED,1479,143,54,73.95,1463.95,5.37,55,72,Jaipur,930802,ANDROID,PROMO0101
ORD0006287,CUST035662,REST00318,AGENT04823,2026-04-26 03:27:23,2026-04-26 03:32:23,2026-04-26 03:59:23,DELIVERED,585,247,27,29.25,394.25,2.03,25,60,Mumbai,544776,IOS,PROMO0239
ORD0006288,CUST028622,REST04417,AGENT04940,2026-04-30 06:43:42,2026-04-30 06:47:42,2026-04-30 07:29:42,CANCELLED,1458,47,68,72.9,1551.9,3.76,47,51,Chennai,966575,ANDROID,PROMO0280
ORD0006289,CUST041478,REST01705,AGENT03048,2026-04-24 04:44:08,2026-04-24 04:52:08,2026-04-24 05:21:08,CANCELLED,878,104,29,43.9,846.9,10.13,37,67,Jaipur,87725,IOS,PROMO0446
ORD0006290,CUST015420,REST08650,AGENT04269,2026-04-28 14:59:22,2026-04-28 15:04:22,2026-04-28 15:38:22,DELIVERED,1154,14,70,57.7,1267.7,7.24,26,36,Kolkata,204166,IOS,PROMO0003
ORD0006291,CUST011927,REST00417,AGENT00207,2026-05-12 16:01:50,2026-05-12 16:05:50,2026-05-12 16:58:50,DELIVERED,716,173,57,35.8,635.8,13.79,44,43,Chennai,70514,ANDROID,PROMO0010
ORD0006292,CUST049265,REST02507,AGENT00313,2026-05-13 01:13:31,2026-05-13 01:23:31,2026-05-13 02:03:31,DELIVERED,204,154,34,10.2,94.2,7.95,23,75,Hyderabad,192372,WEB,PROMO0105
ORD0006293,CUST012102,REST01062,AGENT02036,2026-05-13 11:23:43,2026-05-13 11:27:43,2026-05-13 12:14:43,DELIVERED,1486,298,57,74.3,1319.3,3.82,48,48,Chennai,105992,ANDROID,PROMO0048
ORD0006294,CUST037218,REST07777,AGENT02276,2026-04-26 06:57:10,2026-04-26 07:05:10,2026-04-26 07:32:10,CANCELLED,381,247,34,19.05,187.05,9.94,21,32,Kolkata,882815,IOS,PROMO0398
ORD0006295,CUST011381,REST05017,AGENT00374,2026-04-24 01:22:41,2026-04-24 01:28:41,2026-04-24 02:14:41,DELIVERED,890,138,66,44.5,862.5,7.44,23,32,Pune,183587,WEB,PROMO0234
ORD0006296,CUST029253,REST08348,AGENT00281,2026-05-05 09:35:22,2026-05-05 09:38:22,2026-05-05 10:15:22,CANCELLED,1370,72,43,68.5,1409.5,9.89,57,63,Gurgaon,778303,IOS,PROMO0136
ORD0006297,CUST036775,REST09761,AGENT01783,2026-04-15 03:51:08,2026-04-15 03:58:08,2026-04-15 04:40:08,CANCELLED,1359,79,48,67.95,1395.95,5.17,49,23,Pune,99550,IOS,PROMO0105
ORD0006298,CUST049162,REST04456,AGENT03972,2026-04-30 08:33:26,2026-04-30 08:39:26,2026-04-30 09:38:26,CANCELLED,1430,64,79,71.5,1516.5,8.3,54,37,Chennai,677664,IOS,PROMO0225
ORD0006299,CUST048637,REST00932,AGENT04895,2026-05-02 12:07:35,2026-05-02 12:12:35,2026-05-02 12:53:35,DELIVERED,952,107,54,47.6,946.6,8.25,20,34,Mumbai,966084,WEB,PROMO0027
ORD0006300,CUST034969,REST04844,AGENT04762,2026-04-25 04:14:14,2026-04-25 04:21:14,2026-04-25 04:52:14,DELIVERED,1101,141,79,55.05,1094.05,4.05,32,63,Mumbai,423173,WEB,PROMO0183
ORD0006301,CUST004498,REST07906,AGENT00915,2026-04-30 11:15:38,2026-04-30 11:23:38,2026-04-30 12:09:38,DELIVERED,1176,80,30,58.8,1184.8,1.49,35,34,Mumbai,181091,IOS,PROMO0148
ORD0006302,CUST000924,REST08314,AGENT03991,2026-04-18 06:24:20,2026-04-18 06:33:20,2026-04-18 07:09:20,DELIVERED,727,16,22,36.35,769.35,10.88,53,64,Chennai,407935,WEB,PROMO0481
ORD0006303,CUST013219,REST08273,AGENT00910,2026-04-21 21:26:03,2026-04-21 21:27:03,2026-04-21 21:59:03,CANCELLED,1186,111,36,59.3,1170.3,14.45,49,49,Kolkata,588934,IOS,PROMO0037
ORD0006304,CUST044052,REST02177,AGENT04264,2026-04-19 12:53:37,2026-04-19 13:03:37,2026-04-19 13:51:37,CANCELLED,605,118,27,30.25,544.25,1.46,60,27,Chennai,971393,IOS,PROMO0141
ORD0006305,CUST045264,REST01254,AGENT03447,2026-04-17 06:13:09,2026-04-17 06:17:09,2026-04-17 06:47:09,DELIVERED,985,81,37,49.25,990.25,3.08,56,49,Kolkata,870355,ANDROID,PROMO0184
ORD0006306,CUST018028,REST07643,AGENT04260,2026-05-12 11:08:28,2026-05-12 11:12:28,2026-05-12 12:07:28,CANCELLED,831,186,65,41.55,751.55,13.66,25,68,Hyderabad,280125,ANDROID,PROMO0124
ORD0006307,CUST012766,REST09770,AGENT02943,2026-04-29 18:46:08,2026-04-29 18:54:08,2026-04-29 19:44:08,DELIVERED,1334,165,42,66.7,1277.7,9.82,32,69,Jaipur,247028,ANDROID,PROMO0346
ORD0006308,CUST000217,REST03038,AGENT02534,2026-04-16 15:16:53,2026-04-16 15:23:53,2026-04-16 16:00:53,CANCELLED,866,152,43,43.3,800.3,1.73,28,26,Chennai,668557,IOS,PROMO0360
ORD0006309,CUST001837,REST03440,AGENT04570,2026-04-21 02:00:10,2026-04-21 02:05:10,2026-04-21 02:26:10,DELIVERED,839,70,46,41.95,856.95,10.36,42,25,Kolkata,317115,WEB,PROMO0453
ORD0006310,CUST047692,REST06306,AGENT01103,2026-05-01 14:53:07,2026-05-01 15:02:07,2026-05-01 15:59:07,DELIVERED,1080,10,41,54.0,1165.0,7.07,50,23,Jaipur,785644,IOS,PROMO0442
ORD0006311,CUST018070,REST03946,AGENT00679,2026-05-05 14:16:24,2026-05-05 14:22:24,2026-05-05 15:15:24,DELIVERED,225,264,40,11.25,12.25,9.78,33,56,Jaipur,428535,ANDROID,PROMO0205
ORD0006312,CUST015406,REST00021,AGENT00199,2026-04-30 04:25:15,2026-04-30 04:31:15,2026-04-30 05:03:15,DELIVERED,633,244,29,31.65,449.65,5.54,59,58,Pune,714289,WEB,PROMO0297
ORD0006313,CUST012857,REST00783,AGENT01605,2026-05-12 15:02:19,2026-05-12 15:10:19,2026-05-12 15:35:19,DELIVERED,677,253,78,33.85,535.85,11.18,49,22,Hyderabad,777829,IOS,PROMO0357
ORD0006314,CUST022320,REST02456,AGENT00645,2026-05-10 03:49:17,2026-05-10 03:59:17,2026-05-10 04:34:17,DELIVERED,1429,262,37,71.45,1275.45,3.63,42,72,Bangalore,72102,IOS,PROMO0198
ORD0006315,CUST018068,REST06046,AGENT01827,2026-04-25 19:38:38,2026-04-25 19:41:38,2026-04-25 20:34:38,DELIVERED,636,168,57,31.8,556.8,1.89,59,64,Gurgaon,155081,WEB,PROMO0357
ORD0006316,CUST048628,REST05797,AGENT03560,2026-05-06 22:54:59,2026-05-06 23:01:59,2026-05-07 00:01:59,CANCELLED,1319,150,38,65.95,1272.95,2.82,55,26,Chennai,213031,WEB,PROMO0050
ORD0006317,CUST015985,REST03572,AGENT01996,2026-04-29 12:33:36,2026-04-29 12:43:36,2026-04-29 13:28:36,CANCELLED,1208,144,34,60.4,1158.4,3.36,53,20,Mumbai,627849,IOS,PROMO0287
ORD0006318,CUST009933,REST02086,AGENT02986,2026-04-26 16:17:06,2026-04-26 16:20:06,2026-04-26 17:08:06,CANCELLED,307,161,76,15.35,237.35,7.25,49,47,Kolkata,450072,WEB,PROMO0347
ORD0006319,CUST010779,REST05423,AGENT02610,2026-04-17 08:30:43,2026-04-17 08:34:43,2026-04-17 09:34:43,CANCELLED,391,110,54,19.55,354.55,7.3,49,35,Kolkata,446666,IOS,PROMO0122
ORD0006320,CUST035203,REST01985,AGENT01948,2026-05-14 03:42:52,2026-05-14 03:49:52,2026-05-14 04:15:52,DELIVERED,1338,204,37,66.9,1237.9,6.56,29,60,Chennai,322271,WEB,PROMO0158
ORD0006321,CUST001548,REST03103,AGENT04613,2026-05-08 15:24:25,2026-05-08 15:25:25,2026-05-08 16:02:25,CANCELLED,1324,122,67,66.2,1335.2,8.4,39,23,Gurgaon,315683,WEB,PROMO0414
ORD0006322,CUST019591,REST03004,AGENT00865,2026-04-17 04:14:03,2026-04-17 04:16:03,2026-04-17 05:16:03,DELIVERED,1084,159,78,54.2,1057.2,14.6,59,62,Bangalore,924307,ANDROID,PROMO0378
ORD0006323,CUST000974,REST06312,AGENT04899,2026-05-06 12:30:40,2026-05-06 12:38:40,2026-05-06 13:28:40,CANCELLED,1057,90,59,52.85,1078.85,9.75,38,56,Jaipur,703308,WEB,PROMO0436
ORD0006324,CUST019184,REST09533,AGENT03344,2026-04-25 02:57:47,2026-04-25 03:05:47,2026-04-25 03:35:47,CANCELLED,906,238,45,45.3,758.3,6.08,38,28,Delhi,69121,WEB,PROMO0199
ORD0006325,CUST017789,REST04636,AGENT01800,2026-05-13 17:47:19,2026-05-13 17:49:19,2026-05-13 18:39:19,DELIVERED,206,226,34,10.3,24.3,4.16,60,74,Jaipur,328072,ANDROID,PROMO0404
